Model name,MAPE,Perc. err. week
ExponentialSmoothing,61.635419153592686,35.715880753075595
Prophet,59.57382148373629,20.650353808010806
BATS,41.45109722231549,6.487004265456648
StatsForecastAutoARIMA,41.27214881479006,18.909042115837277
AutoARIMA,57.14410078279596,28.405724143221928
AutoETS,62.478012135526754,37.43117304695749
